workerid,condition,response,candidate,probability
1419,event-spr,50,trump,0.49504950495049505
1419,event-spr,2,other,0.019801980198019802
2860,spr-event,43,trump,0.44329896907216493
2860,spr-event,54,harris,0.5567010309278351
2860,spr-event,0,other,0
2479,maze-event,43,harris,0.43434343434343436
2479,maze-event,56,trump,0.5656565656565656
2479,maze-event,0,other,0
1730,spr-event,25,trump,0.3246753246753247
1730,spr-event,52,harris,0.6753246753246753
1730,spr-event,0,other,0
1532,spr-event,49,trump,0.5
1532,spr-event,49,harris,0.5
1532,spr-event,0,other,0
2152,spr-event,100,trump,1
2152,spr-event,0,harris,0
2152,spr-event,0,other,0
2044,maze-event,0,trump,0
2044,maze-event,100,harris,1
2044,maze-event,0,other,0
2220,spr-event,49,harris,0.5
2220,spr-event,49,trump,0.5
2220,spr-event,0,other,0
1749,event-maze,52,harris,0.5252525252525253
1749,event-maze,47,trump,0.47474747474747475
1749,event-maze,0,other,0
1696,maze-event,100,trump,1
1696,maze-event,0,harris,0
1696,maze-event,0,other,0
2913,maze-event,15,harris,0.1744186046511628
2913,maze-event,71,trump,0.8255813953488372
2913,maze-event,0,other,0
2264,spr-event,15,trump,0.15789473684210525
2264,spr-event,80,harris,0.8421052631578947
2264,spr-event,0,other,0
2399,event-spr,50,harris,0.5
2399,event-spr,50,trump,0.5
2399,event-spr,0,other,0
1774,spr-event,61,harris,0.6224489795918368
1774,spr-event,37,trump,0.37755102040816324
1774,spr-event,0,other,0
2116,event-maze,51,trump,0.5
2116,event-maze,51,harris,0.5
2116,event-maze,0,other,0
2090,maze-event,38,trump,0.3619047619047619
2090,maze-event,67,harris,0.638095238095238
2090,maze-event,0,other,0
2728,maze-event,50,trump,0.47619047619047616
2728,maze-event,55,harris,0.5238095238095238
2728,maze-event,0,other,0
2476,maze-event,44,trump,0.42718446601941745
2476,maze-event,59,harris,0.5728155339805825
2476,maze-event,0,other,0
2785,maze-event,49,trump,0.494949494949495
2785,maze-event,50,harris,0.5050505050505051
2785,maze-event,0,other,0
1468,event-spr,44,harris,0.43564356435643564
1468,event-spr,57,trump,0.5643564356435643
1468,event-spr,0,other,0
1757,event-spr,50,harris,0.5
1757,event-spr,50,trump,0.5
1757,event-spr,0,other,0
2029,spr-event,0,harris,0
2029,spr-event,100,trump,1
2029,spr-event,0,other,0
2500,maze-event,72,trump,0.75
2500,maze-event,24,harris,0.25
2500,maze-event,0,other,0
2965,event-spr,74,trump,0.7551020408163265
2965,event-spr,24,harris,0.24489795918367346
2965,event-spr,0,other,0
1493,spr-event,70,harris,0.660377358490566
1493,spr-event,9,trump,0.08490566037735849
1493,spr-event,27,other,0.25471698113207547
1901,spr-event,47,trump,0.47474747474747475
1901,spr-event,52,harris,0.5252525252525253
1901,spr-event,0,other,0
1728,event-spr,55,harris,0.55
1728,event-spr,45,trump,0.45
1728,event-spr,0,other,0
2547,maze-event,23,trump,0.1796875
2547,maze-event,97,harris,0.7578125
2547,maze-event,8,other,0.0625
1582,event-spr,50,trump,0.5
1582,event-spr,50,harris,0.5
1582,event-spr,0,other,0
2344,event-maze,51,trump,0.5
2344,event-maze,51,harris,0.5
2344,event-maze,0,other,0
1417,spr-event,49,harris,0.392
1417,spr-event,76,trump,0.608
1417,spr-event,0,other,0
1801,spr-event,52,harris,0.5252525252525253
1801,spr-event,47,trump,0.47474747474747475
1801,spr-event,0,other,0
1396,maze-event,51,harris,0.5151515151515151
1396,maze-event,47,trump,0.47474747474747475
1396,maze-event,1,other,0.010101010101010102
2565,spr-event,74,trump,0.7474747474747475
2565,spr-event,25,harris,0.25252525252525254
2565,spr-event,0,other,0
1907,spr-event,95,harris,0.9693877551020408
1907,spr-event,3,trump,0.030612244897959183
1907,spr-event,0,other,0
2129,event-spr,49,trump,0.5
2129,event-spr,49,harris,0.5
2129,event-spr,0,other,0
1589,spr-event,98,trump,0.98
1589,spr-event,2,harris,0.02
1589,spr-event,0,other,0
2149,event-spr,48,harris,0.4897959183673469
2149,event-spr,50,trump,0.5102040816326531
2149,event-spr,0,other,0
2790,maze-event,24,trump,0.22857142857142856
2790,maze-event,76,harris,0.7238095238095238
2790,maze-event,5,other,0.047619047619047616
2749,spr-event,74,harris,0.7628865979381443
2749,spr-event,20,trump,0.20618556701030927
2749,spr-event,3,other,0.030927835051546393
1571,maze-event,88,harris,0.8979591836734694
1571,maze-event,10,trump,0.10204081632653061
1571,maze-event,0,other,0
1573,maze-event,76,trump,0.5984251968503937
1573,maze-event,31,harris,0.2440944881889764
1573,maze-event,20,other,0.15748031496062992
1685,spr-event,74,harris,0.7184466019417476
1685,spr-event,11,trump,0.10679611650485436
1685,spr-event,18,other,0.17475728155339806
2170,spr-event,50,harris,0.49504950495049505
2170,spr-event,51,trump,0.504950495049505
2170,spr-event,0,other,0
2862,spr-event,0,trump,0
2862,spr-event,100,harris,1
2862,spr-event,0,other,0
2077,maze-event,38,harris,0.37623762376237624
2077,maze-event,63,trump,0.6237623762376238
2077,maze-event,0,other,0
1967,maze-event,70,harris,0.6730769230769231
1967,maze-event,34,trump,0.3269230769230769
1967,maze-event,0,other,0
1822,event-spr,63,trump,0.6494845360824743
1822,event-spr,34,harris,0.35051546391752575
1822,event-spr,0,other,0
1559,maze-event,45,trump,0.45454545454545453
1559,maze-event,54,harris,0.5454545454545454
1559,maze-event,0,other,0
2678,maze-event,97,harris,0.532967032967033
2678,maze-event,82,trump,0.45054945054945056
2678,maze-event,3,other,0.016483516483516484
2489,spr-event,100,harris,1
2489,spr-event,0,trump,0
2489,spr-event,0,other,0
1498,maze-event,50,trump,0.5
1498,maze-event,50,harris,0.5
1498,maze-event,0,other,0
2331,event-spr,52,harris,0.5148514851485149
2331,event-spr,49,trump,0.48514851485148514
2331,event-spr,0,other,0
2648,maze-event,100,trump,1
2648,maze-event,0,harris,0
2648,maze-event,0,other,0
1795,maze-event,61,harris,0.6224489795918368
1795,maze-event,37,trump,0.37755102040816324
1795,maze-event,0,other,0
2587,event-maze,10,harris,0.10101010101010101
2587,event-maze,89,trump,0.898989898989899
2587,event-maze,0,other,0
1458,spr-event,49,trump,0.494949494949495
1458,spr-event,50,harris,0.5050505050505051
1458,spr-event,0,other,0
2049,spr-event,7,harris,0.06666666666666667
2049,spr-event,98,trump,0.9333333333333333
2049,spr-event,0,other,0
1611,spr-event,25,trump,0.24752475247524752
1611,spr-event,76,harris,0.7524752475247525
1611,spr-event,0,other,0
1710,event-spr,65,harris,0.4642857142857143
1710,event-spr,64,trump,0.45714285714285713
1710,event-spr,11,other,0.07857142857142857
2795,event-maze,45,trump,0.45454545454545453
2795,event-maze,54,harris,0.5454545454545454
2795,event-maze,0,other,0
2868,event-spr,89,trump,0.8557692307692307
2868,event-spr,11,harris,0.10576923076923077
2868,event-spr,4,other,0.038461538461538464
2130,spr-event,62,harris,0.62
2130,spr-event,37,trump,0.37
2130,spr-event,1,other,0.01
1569,event-maze,75,trump,0.872093023255814
1569,event-maze,10,harris,0.11627906976744186
1569,event-maze,1,other,0.011627906976744186
1415,maze-event,50,harris,0.5
1415,maze-event,50,trump,0.5
1415,maze-event,0,other,0
1988,spr-event,40,harris,0.425531914893617
1988,spr-event,54,trump,0.574468085106383
1988,spr-event,0,other,0
2651,spr-event,51,trump,0.5257731958762887
2651,spr-event,46,harris,0.4742268041237113
2651,spr-event,0,other,0
2031,maze-event,48,trump,0.4897959183673469
2031,maze-event,50,harris,0.5102040816326531
2031,maze-event,0,other,0
1426,spr-event,5,trump,0.03676470588235294
1426,spr-event,84,harris,0.6176470588235294
1426,spr-event,47,other,0.34558823529411764
2811,maze-event,37,trump,0.3394495412844037
2811,maze-event,67,harris,0.6146788990825688
2811,maze-event,5,other,0.045871559633027525
2086,maze-event,75,trump,0.75
2086,maze-event,25,harris,0.25
2086,maze-event,0,other,0
2960,event-spr,45,trump,0.4411764705882353
2960,event-spr,57,harris,0.5588235294117647
2960,event-spr,0,other,0
1868,event-spr,49,harris,0.49
1868,event-spr,51,trump,0.51
1868,event-spr,0,other,0
2326,event-spr,24,trump,0.24489795918367346
2326,event-spr,74,harris,0.7551020408163265
2326,event-spr,0,other,0
2961,event-maze,55,harris,0.55
2961,event-maze,45,trump,0.45
2961,event-maze,0,other,0
1914,spr-event,50,trump,0.3333333333333333
1914,spr-event,50,harris,0.3333333333333333
1914,spr-event,50,other,0.3333333333333333
1697,event-spr,84,trump,0.6363636363636364
1697,event-spr,48,harris,0.36363636363636365
1697,event-spr,0,other,0
2106,event-spr,62,harris,0.6262626262626263
2106,event-spr,37,trump,0.37373737373737376
2106,event-spr,0,other,0
1557,spr-event,51,harris,0.504950495049505
1557,spr-event,50,trump,0.49504950495049505
1557,spr-event,0,other,0
1995,event-maze,37,trump,0.3627450980392157
1995,event-maze,65,harris,0.6372549019607843
1995,event-maze,0,other,0
1615,spr-event,49,harris,0.494949494949495
1615,spr-event,50,trump,0.5050505050505051
1615,spr-event,0,other,0
1793,maze-event,42,trump,0.4329896907216495
1793,maze-event,55,harris,0.5670103092783505
1793,maze-event,0,other,0
1815,spr-event,59,harris,0.6145833333333334
1815,spr-event,37,trump,0.3854166666666667
1815,spr-event,0,other,0
2606,maze-event,100,trump,0.6578947368421053
2606,maze-event,48,harris,0.3157894736842105
2606,maze-event,4,other,0.02631578947368421
1452,maze-event,54,harris,0.54
1452,maze-event,46,trump,0.46
1452,maze-event,0,other,0
1669,maze-event,49,trump,0.4016393442622951
1669,maze-event,73,harris,0.5983606557377049
1669,maze-event,0,other,0
2080,spr-event,49,trump,0.494949494949495
2080,spr-event,50,harris,0.5050505050505051
2080,spr-event,0,other,0
1716,event-spr,23,trump,0.23469387755102042
1716,event-spr,75,harris,0.7653061224489796
1716,event-spr,0,other,0
2585,event-spr,75,harris,0.75
2585,event-spr,25,trump,0.25
2585,event-spr,0,other,0
1603,event-spr,38,trump,0.3392857142857143
1603,event-spr,74,harris,0.6607142857142857
1603,event-spr,0,other,0
2368,maze-event,0,harris,0
2368,maze-event,100,trump,1
2368,maze-event,0,other,0
2444,event-spr,49,trump,0.49
2444,event-spr,51,harris,0.51
2444,event-spr,0,other,0
1700,spr-event,54,trump,0.35064935064935066
1700,spr-event,100,harris,0.6493506493506493
1700,spr-event,0,other,0
2636,maze-event,26,trump,0.23214285714285715
2636,maze-event,86,harris,0.7678571428571429
2636,maze-event,0,other,0
1655,spr-event,43,harris,0.43
1655,spr-event,57,trump,0.57
1655,spr-event,0,other,0
1689,event-spr,41,trump,0.41836734693877553
1689,event-spr,57,harris,0.5816326530612245
1689,event-spr,0,other,0
1667,maze-event,48,trump,0.48
1667,maze-event,46,harris,0.46
1667,maze-event,6,other,0.06
2276,event-spr,50,harris,0.5
2276,event-spr,50,trump,0.5
2276,event-spr,0,other,0
2713,maze-event,49,trump,0.494949494949495
2713,maze-event,50,harris,0.5050505050505051
2713,maze-event,0,other,0
2009,event-spr,36,harris,0.2647058823529412
2009,event-spr,100,trump,0.7352941176470589
2009,event-spr,0,other,0
1741,event-spr,83,harris,0.5496688741721855
1741,event-spr,59,trump,0.39072847682119205
1741,event-spr,9,other,0.059602649006622516
2328,maze-event,51,harris,0.4766355140186916
2328,maze-event,56,trump,0.5233644859813084
2328,maze-event,0,other,0
1739,maze-event,51,harris,0.49514563106796117
1739,maze-event,52,trump,0.5048543689320388
1739,maze-event,0,other,0
2295,spr-event,9,harris,0.08181818181818182
2295,spr-event,100,trump,0.9090909090909091
2295,spr-event,1,other,0.00909090909090909
1937,event-spr,24,trump,0.24242424242424243
1937,event-spr,75,harris,0.7575757575757576
1937,event-spr,0,other,0
2824,spr-event,50,harris,0.5
2824,spr-event,50,trump,0.5
2824,spr-event,0,other,0
1643,event-spr,88,harris,0.7394957983193278
1643,event-spr,31,trump,0.2605042016806723
1643,event-spr,0,other,0
2322,spr-event,91,harris,0.8584905660377359
2322,spr-event,15,trump,0.14150943396226415
2322,spr-event,0,other,0
1802,maze-event,25,trump,0.25
1802,maze-event,75,harris,0.75
1802,maze-event,0,other,0
1919,maze-event,100,trump,0.9615384615384616
1919,maze-event,3,harris,0.028846153846153848
1919,maze-event,1,other,0.009615384615384616
2789,spr-event,28,harris,0.2014388489208633
2789,spr-event,86,trump,0.6187050359712231
2789,spr-event,25,other,0.17985611510791366
2309,spr-event,75,trump,0.635593220338983
2309,spr-event,43,harris,0.3644067796610169
2309,spr-event,0,other,0
1601,spr-event,53,harris,0.53
1601,spr-event,45,trump,0.45
1601,spr-event,2,other,0.02
2234,spr-event,49,harris,0.5
2234,spr-event,49,trump,0.5
2234,spr-event,0,other,0
1512,spr-event,77,harris,0.5789473684210527
1512,spr-event,50,trump,0.37593984962406013
1512,spr-event,6,other,0.045112781954887216
1954,event-maze,3,harris,0.02702702702702703
1954,event-maze,100,trump,0.9009009009009009
1954,event-maze,8,other,0.07207207207207207
1786,event-spr,64,trump,0.6213592233009708
1786,event-spr,39,harris,0.3786407766990291
1786,event-spr,0,other,0
2808,spr-event,74,harris,0.4900662251655629
2808,spr-event,57,trump,0.37748344370860926
2808,spr-event,20,other,0.13245033112582782
1706,maze-event,63,harris,0.5575221238938053
1706,maze-event,47,trump,0.415929203539823
1706,maze-event,3,other,0.02654867256637168
2735,spr-event,0,harris,0
2735,spr-event,100,trump,1
2735,spr-event,0,other,0
2151,spr-event,60,trump,0.6060606060606061
2151,spr-event,39,harris,0.3939393939393939
2151,spr-event,0,other,0
1777,event-maze,74,trump,0.7551020408163265
1777,event-maze,24,harris,0.24489795918367346
1777,event-maze,0,other,0
1844,event-spr,75,harris,0.7575757575757576
1844,event-spr,24,trump,0.24242424242424243
1844,event-spr,0,other,0
1445,maze-event,52,trump,0.5416666666666666
1445,maze-event,44,harris,0.4583333333333333
1445,maze-event,0,other,0
2208,spr-event,58,harris,0.5523809523809524
2208,spr-event,47,trump,0.44761904761904764
2208,spr-event,0,other,0
2261,event-spr,24,harris,0.24489795918367346
2261,event-spr,74,trump,0.7551020408163265
2261,event-spr,0,other,0
1399,spr-event,45,harris,0.46875
1399,spr-event,51,trump,0.53125
1399,spr-event,0,other,0
1750,spr-event,43,harris,0.4056603773584906
1750,spr-event,63,trump,0.5943396226415094
1750,spr-event,0,other,0
1490,maze-event,0,trump,0
1490,maze-event,100,harris,1
1490,maze-event,0,other,0
2781,spr-event,45,trump,0.44554455445544555
2781,spr-event,56,harris,0.5544554455445545
2781,spr-event,0,other,0
2199,spr-event,70,trump,0.6086956521739131
2199,spr-event,42,harris,0.3652173913043478
2199,spr-event,3,other,0.02608695652173913
2931,spr-event,0,trump,0
2931,spr-event,100,harris,1
2931,spr-event,0,other,0
1631,maze-event,37,trump,0.3490566037735849
1631,maze-event,68,harris,0.6415094339622641
1631,maze-event,1,other,0.009433962264150943
2398,spr-event,54,trump,0.5567010309278351
2398,spr-event,43,harris,0.44329896907216493
2398,spr-event,0,other,0
1674,event-maze,0,harris,0
1674,event-maze,100,trump,1
1674,event-maze,0,other,0
1807,spr-event,48,trump,0.48
1807,spr-event,52,harris,0.52
1807,spr-event,0,other,0
1520,maze-event,74,trump,0.7474747474747475
1520,maze-event,25,harris,0.25252525252525254
1520,maze-event,0,other,0
1552,spr-event,77,harris,0.7475728155339806
1552,spr-event,26,trump,0.2524271844660194
1552,spr-event,0,other,0
1847,maze-event,24,trump,0.24242424242424243
1847,maze-event,75,harris,0.7575757575757576
1847,maze-event,0,other,0
2198,event-maze,50,trump,0.3875968992248062
2198,event-maze,72,harris,0.5581395348837209
2198,event-maze,7,other,0.05426356589147287
1863,maze-event,49,harris,0.5
1863,maze-event,49,trump,0.5
1863,maze-event,0,other,0
1722,spr-event,9,trump,0.09
1722,spr-event,91,harris,0.91
1722,spr-event,0,other,0
2159,maze-event,24,trump,0.24242424242424243
2159,maze-event,75,harris,0.7575757575757576
2159,maze-event,0,other,0
2819,maze-event,49,trump,0.5
2819,maze-event,49,harris,0.5
2819,maze-event,0,other,0
1734,spr-event,55,harris,0.5789473684210527
1734,spr-event,40,trump,0.42105263157894735
1734,spr-event,0,other,0
2902,spr-event,100,harris,1
2902,spr-event,0,trump,0
2902,spr-event,0,other,0
2574,maze-event,0,harris,0
2574,maze-event,100,trump,1
2574,maze-event,0,other,0
2320,event-spr,37,trump,0.37373737373737376
2320,event-spr,62,harris,0.6262626262626263
2320,event-spr,0,other,0
2972,maze-event,100,trump,1
2972,maze-event,0,harris,0
2972,maze-event,0,other,0
2709,maze-event,62,harris,0.3712574850299401
2709,maze-event,71,trump,0.4251497005988024
2709,maze-event,34,other,0.20359281437125748
2600,maze-event,55,trump,0.5188679245283019
2600,maze-event,50,harris,0.4716981132075472
2600,maze-event,1,other,0.009433962264150943
1389,spr-event,42,trump,0.3620689655172414
1389,spr-event,61,harris,0.5258620689655172
1389,spr-event,13,other,0.11206896551724138
2027,event-spr,48,trump,0.48484848484848486
2027,event-spr,51,harris,0.5151515151515151
2027,event-spr,0,other,0
2846,event-spr,3,harris,0.0297029702970297
2846,event-spr,98,trump,0.9702970297029703
2846,event-spr,0,other,0
1413,spr-event,77,harris,0.7549019607843137
1413,spr-event,25,trump,0.24509803921568626
1413,spr-event,0,other,0
2132,event-maze,67,trump,0.6203703703703703
2132,event-maze,41,harris,0.37962962962962965
2132,event-maze,0,other,0
2722,maze-event,100,harris,1
2722,maze-event,0,trump,0
2722,maze-event,0,other,0
2973,spr-event,43,harris,0.4215686274509804
2973,spr-event,59,trump,0.5784313725490197
2973,spr-event,0,other,0
1831,spr-event,79,trump,0.797979797979798
1831,spr-event,20,harris,0.20202020202020202
1831,spr-event,0,other,0
2161,event-maze,88,trump,0.5365853658536586
2161,event-maze,61,harris,0.3719512195121951
2161,event-maze,15,other,0.09146341463414634
2612,maze-event,100,harris,1
2612,maze-event,0,trump,0
2612,maze-event,0,other,0
2311,spr-event,75,trump,0.75
2311,spr-event,25,harris,0.25
2311,spr-event,0,other,0
2976,spr-event,90,trump,0.8823529411764706
2976,spr-event,11,harris,0.10784313725490197
2976,spr-event,1,other,0.00980392156862745
1633,maze-event,50,harris,0.3968253968253968
1633,maze-event,76,trump,0.6031746031746031
1633,maze-event,0,other,0
2762,spr-event,100,harris,0.9803921568627451
2762,spr-event,1,trump,0.00980392156862745
2762,spr-event,1,other,0.00980392156862745
1784,event-maze,42,trump,0.4158415841584158
1784,event-maze,59,harris,0.5841584158415841
1784,event-maze,0,other,0
1607,maze-event,65,harris,0.625
1607,maze-event,39,trump,0.375
1607,maze-event,0,other,0
1647,spr-event,50,trump,0.5050505050505051
1647,spr-event,49,harris,0.494949494949495
1647,spr-event,0,other,0
1818,maze-event,48,trump,0.48
1818,maze-event,52,harris,0.52
1818,maze-event,0,other,0
1486,spr-event,37,trump,0.37
1486,spr-event,63,harris,0.63
1486,spr-event,0,other,0
1813,spr-event,42,harris,0.4375
1813,spr-event,54,trump,0.5625
1813,spr-event,0,other,0
2827,maze-event,45,harris,0.46875
2827,maze-event,51,trump,0.53125
2827,maze-event,0,other,0
1391,event-maze,44,trump,0.44
1391,event-maze,55,harris,0.55
1391,event-maze,1,other,0.01
1628,event-spr,99,harris,0.99
1628,event-spr,1,trump,0.01
1628,event-spr,0,other,0
1992,spr-event,49,harris,0.494949494949495
1992,spr-event,50,trump,0.5050505050505051
1992,spr-event,0,other,0
1989,spr-event,24,trump,0.20168067226890757
1989,spr-event,95,harris,0.7983193277310925
1989,spr-event,0,other,0
1897,event-maze,50,harris,0.5
1897,event-maze,50,trump,0.5
1897,event-maze,0,other,0
2424,event-maze,1,trump,0.009900990099009901
2424,event-maze,100,harris,0.9900990099009901
2424,event-maze,0,other,0
2867,event-spr,38,trump,0.3247863247863248
2867,event-spr,79,harris,0.6752136752136753
2867,event-spr,0,other,0
2370,event-maze,74,harris,0.7708333333333334
2370,event-maze,22,trump,0.22916666666666666
2370,event-maze,0,other,0
2979,event-spr,99,trump,0.9801980198019802
2979,event-spr,1,harris,0.009900990099009901
2979,event-spr,1,other,0.009900990099009901
1879,spr-event,58,harris,0.6041666666666666
1879,spr-event,38,trump,0.3958333333333333
1879,spr-event,0,other,0
